precinct,Year,total_pop,minority_pct,per_capita_income_inflation_adjust,total_pop_lag1,minority_pct_lag1,per_capita_income_lag1
67,2009,190809.50549451448,0.7989650751316617,21193.55968506774,183594.5000000093,0.8565643088254546,19230.700494831428
68,2009,200531.70329670794,0.5458832173142127,21747.415447921492,195005.73076923564,0.5591352439665478,20731.12172481371
69,2009,119196.87912088027,0.7009868269838222,18888.532137222588,117329.96153846243,0.7433191632992759,16499.71617713198
70,2009,179615.86813187227,0.43913215352662494,21167.12197506195,174929.15384615771,0.4390630945595697,20174.38765699789
71,2009,120598.51648351923,0.7789320887873998,20003.32376421662,118241.07692307979,0.8302654319570024,18156.38654086506
72,2009,137493.80219781026,0.4511570266708249,28200.076419711695,131605.50000000745,0.4545193426270666,27788.24698010157
73,2009,138008.06593408063,0.6535006462195341,17261.567059595138,127685.92307693511,0.6826213404619992,14770.290369542316
75,2009,235728.1978022009,0.3951567327810874,21120.331578555517,233159.03846154083,0.40223368722514863,19064.24025131017
76,2009,74959.03296703566,0.464363821220533,35065.95756597142,72869.53846154176,0.46656443657128843,35682.8844194361
77,2009,132979.15384616144,0.7029171624150763,21518.40465083625,124651.88461539336,0.7340244179116624,20058.58953569038
